date|rating|product|cleaned_text
2017-08|2.0|Renewing Argan Oil Morocco Penetrating Oil|this is an oil on the heavier side feels like oil amp silicone combined smells great but have to be careful of the amount u use or else it sits in your hair ends makes ur hair appear wet i prefer lighter hair oils that absorb well into hair this also does not really visibly tame my hair or soften shine it wouldnt repurchase
2017-08|2.0|Renewing Argan Oil Morocco Penetrating Oil|this product left my hair greasy looking regardless of the amount i used i was surprised because i have thick dark blonde virgin hair the oil sits on the hair cuticle and does not seem to penetrate i use avon moroccan 360 oil now that s worth investing in and it s not expensive 
2017-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|this is almost as good as more expensive oils but a fraction of the price makes my hair softer smoother and easier to blow dry and style it s not heavy or greasy at all it doesn t weigh hair down hair looks naturally silkier like i just left the salon i do find my hair doesn t hold a curl as well when i use argan oil products though but overall good to use for a blow out 
2017-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|this is the firts argan oil i ever used in my hair i have many treatments keratin and i really hate my hair i have to go to a beauty salon every time i wash my hair it looks healthy but it isn t my real hair i born with a very very soft wavy hair and then in a bs they cut my hair and since then it s been a nightmare soooooo i really love this product if you want your hair to look healthy buy it 
2016-08|3.0|Renewing Argan Oil Morocco Penetrating Oil|it s a nice oil but i don t know why whenever i apply argan oil i have massive hair loss i m not saying argan oil is bad for your hair i m happy with my hair the way it is 
2016-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|i finished this up and didn t repurchase but as my hairs fly away and frizzy i remembered how manageable and silky it used make my hair very good product for the price highly recommend best thing is it doesn t weigh hair down even though my hair is extremely fine 
2016-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|this product has miraculously left my hair so healthy looking not the ultra gloss which requires high amount of styling just a drop that i spread onto my short to medium length damp hair and my ends don t look dry anymore they look smooth and fresh it dint steal the bounce either smells great and i like the uv protection the best part is the simplicity in usage that leaves great tresses d
2016-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|wow some background i have long coarse hair it gets wavy and frizzy after it s wet so in my eternal battle to tame it i m glad i found a product like this i bleached my hair 4 times in the past two months in my latest hair color quest to go from black to manic panic red looks great but the bleaching washing and dying really killed my hair until i found this product found it at walmart didn t cost too much about 6 years ago i had excellent results with the organix coconut serum so i was excited to give this a try i m glad i did i use a little on my hair after i get out of the shower let my hair air dry then redo my ends again before i hit it with a flat iron after that while my hair is still warm i redo the ends with a tiny bit more my hair is super thick and the ends get dry naturally so this product really soaks in if you have thinner hair use only a little bit as far as packaging i don t really have an issue with the lid wish it was a pump though the scent is pleasing and not too obvious after flat ironing my hair is silky smooth normal like it should be instead of crispy and dry and poofy because of bleach and dye this product rescued my hair this weekend i want to do a repair masque with this product and some deep conditioner look forward to ironing my hair now for once 5 stars 
2015-08|2.0|Renewing Argan Oil Morocco Penetrating Oil|i guess it made my hair soft but once applied to my hair any part of skin my hair came into contact with broke out horribly i have weird small pimples along my jaw my cheek where my hair brushed against a few times and other places my hair just lightly touched i had clear skin before this wouldn t buy again very disappointed 
2015-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|i tried this recently and really liked it i like to use oils to detangle dry hair and this gives me the slip i need the consistency is light and the smell is nice 
2015-08|2.0|Renewing Argan Oil Morocco Penetrating Oil|i m so surprised by the high rating the smell is unbearable and overpowering i can put up with greasy serums if using a little bit will really help my hair be smoother shinier this serum does not deliver anything but smelly greasiness the garnier fructis sleek and shine moroccan sleek oil treatment is hg for me i also like the chi and gvp paul mitchell serum 
2015-08|4.0|Renewing Argan Oil Morocco Penetrating Oil|i use this as a heat protectant before i straighten my hair and it makes my hair sooo soft there are no fly aways i also use this on damp hair and when it s dry i love this 
2015-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|i m currently 27 yo with waist length black hair my hair is fine with curly ends i shampoo condition and use hairdryer everyday at noon i first saw this product at watsons when i visited singapore i never see it before at jakarta my hometown and i thought i d like to give it a try my hair can get very oily at the end of the day on the scalp but very dry and splitting at the other end i use a drop of this moroccan oil every afternoon and i noticed my hair is slowly getting better i found less split ends nowadays defly will buy again 
2015-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|i love this stuff it makes my hair shiny without it being oily it smells really nice as well just use a quarter size or less especially if you have finer hair 
2015-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|i really love this product it is so light smells amazing and makes my hair so silky i wish the packaging was a little different because it s easy for a little to leak out but that s a small sacrifice to make when a product works so phenomenally my hair has never looked more gorgeous than when i use this 
2015-08|3.0|Renewing Argan Oil Morocco Penetrating Oil|i had been eying this particular moroccan oil for a while and finally got around to making the purchase at first i hated the product my expectation of the texture was oil like but instead it s serum like very silky i don t particularly like the fragrance which comes across as fabric softener or dish detergent the first application was on dry flat ironed hair which did absolutely nothing for me since then i use it as directed on damp towel dried hair and i like it it absorbs well and makes for lighter softer wash n goes how i wish there was more argan oil because as it is the formula is nothing special there are plenty of other equivalent serums with other oils that perform just as well but are cheaper i will rebuy but i won t go out of my way in search for it 
2015-08|2.0|Renewing Argan Oil Morocco Penetrating Oil|i used this expecting it to make my hair greasy to my surprise it actually made the ends of my hair frizzy and dry looking which they normally are not also this has way more silicone in it than oil 
2015-08|4.0|Renewing Argan Oil Morocco Penetrating Oil|it made my hair feel slightly softer and shinier but if i accidentally apply too much it would make my hair very greasy and flat overall this product is nice but you just have to be careful of how much of the product you use
2015-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|this stuff is amazing super amazing i have the argan oil of morocco extra penetrating oil for dry and course hair i cannot go with out this stuff my hair is pretty healthy i dont use heat on my hair expect for maybe once a month using a hair dryer and i dont use any hairspray or gel anything like that in my hair i have ling poker straight hair i do color it about once every 6 weeks to touch up my roots bc i have white blonde hair that i color black one of my biggest problems with my hair is knots esp after washing my hair its knot city so i seen this stuff last yr and decided to give it a try and ive been hooked ever since the smell is really nice i personally love it and they way it makes my hair feel is awesome its makes my hair soooo soft and shiny and it hust leaves it looking amazing if i dont use this stuff after the shower oh man my hair is dull knotty and just blahhh o even put this in my step daughters hair bc she gets crazy knots and it really helps her my hair has been doing so much better now that i ise this on a daily bases ive noticed alot less breakage less split ends and no frizz what so ever i also love this oil bc no matter how much i put in my hair i never get that greasy oily feeling i switched up like a month ago to this argon oil from sallys and i only put like a nickle size amount in my hair and it was soooo gross it was beyong oily and greasy just nasty so i went right back and couldnt be happier i usually use this after i get out of the shower and my hair is damp i start at my ends and work it up and whatever i have leftover on my hands ill put in my roots and it keeps my hair silky smooth unti my next washing 
2015-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|this is the reason why i m in love with argan oil i believe in it s amazing power i bought this 4 times already it s super great for dry fried hair does not weigh hair down still has volume even if i applied a lot i know that it s great because i tried other moroccan oils even more expensive ones they didn t give the same effect cheap and effective love it 
2015-08|5.0|Renewing Argan Oil Morocco Penetrating Oil| this is an amazing product am glad have been able to find it simply a magic bottle d love it d
2015-08|3.0|Renewing Argan Oil Morocco Penetrating Oil|ok so i m in the minority with this product it was average for me my hair did feel softer and stronger but i wouldn t say i felt a huge difference my hair didn t feel silky or amazing in any way it also seemed to take foreverrrrrr to dry my hair maybe this is something that happens when using oil in general 
2015-08|4.0|Renewing Argan Oil Morocco Penetrating Oil|i adore this product it is like liquid gold for hair i have extremely dry hair at the moment it is moving into winter where i am and my hair is horrible this product along with using the organix deep conditioner has helped a lot and tames my hair a lot i will continue to buy it even after i get a keratin treatment to completely tame my frizz as it really does make my hair feel so much softer and manageable it also smells great nice and fresh i only gave it 4 lippies as it is very expensive in nz 
2015-08|3.0|Renewing Argan Oil Morocco Penetrating Oil|i bought this because i asked a friend of mine who always has such nice and shiny hair what she uses and this was it this stuff smells amazing and makes my hair super shiny and moisturized the only reason i don t love it is because this stuff gives me bacne if it touches my back and when i have it in my hair and then go to bed i get pimples on my cheeks and i never ever break out on my cheeks i still use it occasionally because i love what it does for my hair but i hate how i have to be so careful about not letting it touch my face or back i would probably rate this 5 stars if it didn t break me out 
2015-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|seriously this has changed my life i have wavy curly hair and a lot of it and frizz is a never ending battle i work some of this into my damp hair after a bit of scrunching with a towel twirl a few strands around for curl definition and let dry voila frizz free and hair my friends envy the fragrance is light and generally pleasant i was recently travelling and went without this product for a few days and i was really missing it my hair was considerably drier and held less curl it is a little heavy for use on dry hair and flyaways so i use something else for that i also go through bottles quite quickly because i have a lot of hair which does make it not cheap but most importantly it doesn t aggravate my horrifically sensitive skin 
2015-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|i loooooove this oil i put it on every time i get out of the shower and even before bed on dry hair its great my hair absorbs it all it makes my hair soft and hydrates it my hair used to be so dead and dry from all the damage but now the ends have come back to life since i ve been using this my hair now has curls at the ends this stuff is amazing 
2015-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|i bought this product after all the online reviews it is amazing smells incredible is easy to distribute through the hair and makes your hair so beautifully smooth especially after a shampoo amp conditioner it also lasts for ages as a little goes a long way the packaging can tend to get annoying as the excess oil can get stuck in the lid and around the opening though this is so minor i would not worry in the slightest it doesn t change my opinion on this product at all it is kind of expensive but it is definitely worth the price it makes your hair look and feel amazing i would highly recommend this to anyone who wants smoother hair without the pain of paying too much or going to any ridiculous lengths of time 
2014-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|so i picked up a sample of this on my way out in the check out line and i am so glad that i did that day this product is my staple everyday hair product i get out of the shower and apply a small amount to my damp hair starting at the ends and then i blowdry my hair or curl it or flatiron it it makes my hair look super moisturised and healthy went back and repurchased it again 
2014-08|3.0|Renewing Argan Oil Morocco Penetrating Oil|i really like this oil i enjoy most of the oils that organix has it smells absolutely fabulous very easy to distribute evenly throughout hair especially when used after a shower while hair is damp great for softening hair and helping to loosen any tight knots doesn t make my hair have that greasy feeling it leaves a nice shine only downside is the bottle i wish it were in a pump so that i could better control the amount of oil i want but no other complaints update been 3 months and i ve come to realize that this is what is giving me back acne and acne along my hair line 
2014-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|i love this product and would definitely repurchase this after i take a shower i will run this product unto my hair before i towel dry it my hair is naturally frizzy and dry but after using it i dont need to flat iron my hair because it feels soft and looks smooth 
2014-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|omg i love the way this oil smells i can t even describe it it just smells luxurious and amazing haha i only apply to wet or damp hair because if i apply to dry hair it makes my hair look really oily it doesn t really absorb into the hair very well unless your hair s wet or damp i usually put it in after showering and towel drying my hair the smell lingers for a good amount of time especially if i leave my hair up in a bun while it s still wet i just can t say enough how great the smell is i definitely recommend it makes my hair soooo soft and silky love love love 
2014-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|i run this through my thick hair and leave it in after i shampoo and condition organix renewing moroccan argan penetrating oil makes my hair silky soft and manageable no flyaways from the moment i remove my towel from my hair to blow dry and style the bottles i purchase are clear but it is the same product as the blue bottle pictured organix makes one for dry coarse hair and one for all hair types i have purchased both over several years and am currently using the one for all hair types this product is wonderful update i have found in addition to using this on my hair when it s wet a small dab of oil after my hair is dried and styled makes my style last longer and hair more voluminous 
2014-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|love love love this it makes my hair amazingly soft shiny and healthy have repurchased over and over and will continue to do so 
2014-08|3.0|Renewing Argan Oil Morocco Penetrating Oil|nothing special except it is not greasy and make it easy to untangle and comb hair 
2014-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|i use this stuff on damp hair and it s so nice and silky after i blow dry it doesn t feel weighed down at all the gold bottle and the packaging it comes in were very appealing to me shinyyy you don t have to use a lot of it and i have a feeling the bottle will last me awhile too 
2014-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|i m always looking for products that make my thick fluffy hair more manageable without a lot of effort on my part i want smooth locks without using a blowdryer straightener gel etc this stuff is a lifesaver after a shower i comb about a dime sized amount of this oil through my damp hair and let it air dry i was amazed at how much better my hair looked with no additional product or tools only used a comb my hair laid in nice shiny waves with hardly any frizz or poof i paid about 8 for this which i found to be very reasonable especially considering the fact that argan oil from different lines can cost much more the packaging is a little different than pictured it has the same gold cap but the bottle is clear it seems sturdy enough that the cap won t easily pop open all in all i would definitely recommend this to those who struggle with frizz dryness or unwanted volume 
2014-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|after hearing all these rave reviews about argan oil i just had to get it but argan oil is ridiculously expensive in its purest form and since this is a lot cheaper i m guessing it isn t as organic as the pricier ones but irregardless it works wonders my hair is smoother silkier and it doesn t weigh it down i use it every few washes because i felt that for my hair applying it after every wash made it a little oily and heavy on my hair 
2014-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|yay i love this stuff a lot of oils have left my hair heavy and greasy but not this stuff it really nourishes the hair and keeps it looking healthy and glossy when i first used this product it felt like my hair belonged on a pantene commercial no joke i just follow the directions on the back the product and viola price is great in comparison to other argan oils and the packaging looks a little too bulky for me but whatever great product 
2014-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|omg i love this product so much i use it after every time i wash my hair i wash my hair at night on towel dried hair and comb it through i just apply it to my ends and midlengths i have the knottiest hair ever so this is great because it makes my hair so much easier to comb and it s such a breeze the next day my hair is soft shiny and smells great it doesn t weigh down my thin limp hair and doesn t make it greasy or oily the packaging on the one i have is the clear plastic squeezy bottle don t have much to say about it it looks fine and simple i honestly love this so much it is a bit expensive at around 24 aud but you only need a small amount every time you use it and it is a great investment and really replenishes those dry ends 
2014-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|i love this my hair is thin and damage because i dyed it brown so it s always hell to comb it through as my hair is always tangled i can apply a lot of this serum on the ends of my hair and it gets absorbed into my hair making it so easy to comb through i do find that my hair will be somewhat tangled the next day even if i don t wash my hair but all in all it s worked like a dream i m running out of it i shall surely replenish it highly recommend this product 
2014-08|4.0|Renewing Argan Oil Morocco Penetrating Oil|i ve used a lot of different brands of argan oil in the last two years and this one is definitely my favorite when used with a light hand it really penetrates hair nicely and doesn t leave it oily it smells great i like to braid my hair right out of the shower and once it s dried about halfway i put a bit of the argan oil over the braids it does wonders and leaves my hair soft packaging is good a little goes a long ways i just wish there was a cleaner way of getting the product out rather than glopping it on your fingers however i ll definitely buy this again 
2014-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|i have long fine straight easy to frizz asian hair and i wash my hair daily i don t like to put a lot of products in my hair since most of them don t really work or just weight my hair down this really solves the frizzy hair problem even my husband notices and knows about the quot magic blue bottle quot original package was blue that really works it tames the frizz adds shine strengthens and makes my hair healthier and it smells great best product great price i like everything about it i use it everyday and can t live without please never discontinue this 
2013-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|i came across this range when i was looking for some argan oil for my hair the price is so good when compared to other brands ive seen i bought the oil for â 6 99 but boots had an offer on for two for â 8 so i bought the shampoo too my hair is very long and ombre so dark brunette t the top and goes to light blonde at the bottom the shampoo worked so well and didnt feel heavy or geeasy i use a pea sized splodge of the oil and work it from roots to my tips on towel dried hair the oil supprisingly isnt greasy at all it makes my hair soooo shiney and soft and the condition of my hair has drastically improved i use this everytime i wash my hair would recommended this to anyone with any hair type xx
2013-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|absolutely love this oil would definitely repurchase wouldn t say it was cheap but is reasonably priced i bought mine for 6 99gbp but you do get 100ml and you only need a pea sized amount each time you use it it came in an attractive gold and blue box and a nicely shaped bottle if nicely shaped bottles is something you re into haha i have definitely noticed a difference since using this product though i use it each time after i have washed my hair when it is slightly damp i just rub it through the mid lengths to the ends not only does it detangle my hair it leaves it so smooth and shiny my ends were getting quite dry from heat styling etc and honestly since using this my ends feel much more nourished it also has a lovely fresh scent my sister uses the shampoo and conditioner from the same range and she says she loves it so maybe i should try out more from the range would recommend to anybody to try it out 
2013-08|4.0|Renewing Argan Oil Morocco Penetrating Oil|i really liked this the smell was great and it moisterized the ends and it didnt leave my hair greasy or oily the packaging is rather small and kinda expensive but its worth it 
2013-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|back when this first came out they only had one version and i found it to be really heavy waxy and coating but now they have more versions and i bought the quot light quot version for fine brittle hair i adore it it s not heavy at all it adds shine makes my hair soft and doesn t build up love 
2013-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|i loved this stuff somehow it lasted me 2 years it smells so good amp i love the packaging it s more of a serum than an oil and i liked to use it on wet hair mostly on the ends and whatever s left on the roots to smooth the frizz a tiny bit only this smooths my hair reduces frizz amp makes it soft and shiny like any hair oil you have to be careful not to use too much or your hair could feel sticky amp weighed down sometimes i would use it on dry hair if i had any frizz and it worked fine i would repurchase 
2013-08|4.0|Renewing Argan Oil Morocco Penetrating Oil|i bought this after trying the accompanying shampoo and conditioner i use a dime ish sized amount every night before bed and wake up with soft and smooth hair before i bought this i had a hard time finding a product to put in my hair at night that would keep my sheets from sucking all of the moisture out of my hair and still not be greasy enough to give me pimples i know this problem could ve also been solved by a satin bonnet but i get night sweats i don t like the smell of it on my hands so i do wash my hands after using the oil it doesn t seem to have much of a scent on my hair and my pillows don t smell any different 
2013-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|omg the smell of this is so amazing i love it 
2013-08|4.0|Renewing Argan Oil Morocco Penetrating Oil|having heard all the raves about argan oil i was looking around for a product to try that wouldn t break the bank i looked at similar products at a beauty supply store salon but all of those were priced way over the top 14 for the cheapest one and 30 for others uhm no this one available in most drug stores wasn t the cheapest one on the shelves but the golden hue was enticing and the price was just right at about 8 the last time i repurchased i took advantage of a sale at cvs and it ended up being about 6 a bottle lasts me 4 5 months or so before i blow dry i put a nickle to quarter size amount of this moroccan argan penetrating oil on my palms and rub them together to evenly coat my hands i have long hair so if you have shorter hair you definitely won t need that much then i run my hands through the longest 1 2 of my hair with my head upside down then i flip my hair back up and use the remaining product on the palms of my hands to gloss over the top and back then i blow dry as usual this really seems to help with fly aways and frizz as long as i m careful to evenly distribute it throughout my hair i m not really sure how quot penetrating quot it is but it works really well on the surface of my hair to make it softer calmer and shinier without weighing it down the scent is subtle and pleasant but i don t really notice that the scent lingers after my hair dries i ve also used tiny amounts of it on dry hair as a quot spot quot treatment for frizzy fly aways and it works well that way too be aware as others have mentioned using it on wet hair that isn t blown dry doesn t yield the same results at all in fact i d avoid using it on your hair if you re just going to let it air dry maybe it is the heat from the dryer that allows this product to evenly coat your hair and work magic who knows it does work though 
2013-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|this product is amazing and cruelty free i have long wavy hair about half way down my back and i m trying to grow it longer when i brush out my hair it can get quite frizzy but as soon as i use this product it smooths the frizz and makes it feel soft and moisturized using this on the ends of my hair from the neck down has helped me minimize the amount of conditioning products that i have to use on my hair this feels like a very natural product to use and the bottle of it lasts a long time i ve been using it multiple times a day for months and i still have a generous amount of product left the smell is wonderful as well whenever i put this on my hair people will sniff the air and ask where the good smell is coming from i highly recommend this to anyone especially if you have long hair that you want to keep healthy and soft 
2013-08|3.0|Renewing Argan Oil Morocco Penetrating Oil|oil is ok i don t like the fact that you can tell there is product on your hair i found that it did a lot better if i used it before blow drying however if i used it and let my hair air dry i didn t really like the way it sat on my hair didn t seem to soak in made my hair hard like i had put gel on it 
2013-08|1.0|Renewing Argan Oil Morocco Penetrating Oil|i used the shampoo and conditioner from this same line altogether as a system and altogether none of them did anything but leave my already dry frizzy hair even drier and more limp no amount of this penetrating oil seemed to moisturize my hair at all and i ve used anywhere from a quarter sized amount to literally half of the travel size bottle for each time i applied it to my towel dried hair to no avail my hair recovered its softness volume and shine after using dove s nourishing oil care system for about half the price 
2013-08|5.0|Renewing Argan Oil Morocco Penetrating Oil|absolutely love this product truth be told i ve loved every organix product i ve purchased their tea tree and mint shampoo is amazing i was hesitant at first because for the price 8 at my local grocery store i thought the bottle seemed quite small however i ve had this bottle for almost 6 months and i m nowhere near running out all it takes is a dime sized squirt and it s more than enough to cover my long hair this has made my dry hair so much softer and shinier it s even helped my desperately split ends i know i should just cut them off but i hate losing length plus it smells so good i generally go two days between shampoos and this product helps keep my hair smelling and looking good before i wash it i usually put it on right after i get out of the shower and sometimes i put it on in the shower right after rinsing my conditioner out it s a great detangler as well 
2013-08|4.0|Renewing Argan Oil Morocco Penetrating Oil|i like this product because it makes my hair shinier and feel smoother i find that i have to use a clarifying shampoo after using it though because it does feel like it weighs my hair down just a bit but i like it it s cheap and works well enough for me to repurchase 
2020-10|1.0|Hydrating + Tea Tree Mint Shampoo|this shampoo made my scalp so itchy i also noticed my hair was becoming greasier more quickly after a few uses i switched to another shampoo and my scalp wasn t itchy anymore i had to throw it away 
2019-08|4.0|Hydrating + Tea Tree Mint Shampoo|great shampoo for post workout gives the scalp a cold cleanse really nice smell and lathers well 
2018-08|3.0|Hydrating + Tea Tree Mint Shampoo|i am on the fence with this shampoo on the first day i use it my hair feels refreshed but once second day hair hits my hair flattens out more than it would before my hair typically doesn t get greasy until 3rd 4th day hair i find that it is hydrating but my hair feels more weighed down since i started using this my scalp has also felt more itchy strange because i think it s quot supposed to quot help with that issue i would recommend their moroccan oil shampoo over this one because it does a way better job cleaning my hair than this does 
2017-08|4.0|Hydrating + Tea Tree Mint Shampoo|i quot m not quite sure why this shampoo has so many negative review s i honestly love it about my hair color treated split ends damaged dry ends oily scalp naturally wavy use heat tools often although i have been taking a 2 week break i love the smell its fresh minty the packaging is adorable bright green the consistency of the shampoo is a bit thick however dont let that scare you it wasnt at all too heavy on my oily scalp it cleaned my hair i didnt need too use a large amount tea tree has a lot of benefits for your hair helps with oil amp dandruff also dry patches on your scalp which i struggle with all three also helps with demodex mites which i struggled in the past with my skin more then my hair i used this shampoo an the paul mitchell tea tree honestly this one is far more better i have included my reasons its also safe for color treated hair unlike most tea tree shampoos that fade your hair color this one doesn t because its sulfate free overall i think its a great shampoo pricing is amazing too because its not more then 8 00 an it comes in two sizes first size is 13 fl oz i have found it at walmart for 5 00 the second size is 19 5 fl oz which i also purchased at walmart an it was on sale for 6 75 so thats a bargin it lasts forever its moisturizing and helps with oily scalp so it can work as a balancing shampoo as well i find that my scalp is less oily when i use it an i can go longer in between showers an i find that my ends arent as dry my hair is shiny an not very frizzy yes i reccomend this shampoo over and over what a great affordable gem 
2017-08|2.0|Hydrating + Tea Tree Mint Shampoo|well first off this is my first bottle of this style scent tea tree oil and mint it smells so great like chocolate and mint candy that s where the product goodness goes awry i didn t buy the conditioner it was to expensive when i wasn t sure i d like this one it made my longish thick course and wavy hair a tangled feeling mess it felt striped of all oils i had to put argon dry oil on it to even able to attempt to comb the tangles out another thing i want to add here the tea tree oil and peppermint oil are both known to kill demodex mites they live are hatched and die inside hair follicles and pores that is why some people in these reviews felt an itchiness in their scalps that hadn t been there before use they had quot aggravated quot the mites of which all humans have but few ever notice until something aggravates them then they re hell on earth for the person affected look them up online many articles to learn more about them most have photographs of the mites when this shampoo came into contact with pores that were nests to the mites it started to kill them some would ve been longer to be affected and others could ve fled down the neck or into the ears just wanted toads my thoughts on this shampoo and knowledge of the demodex mites 
2017-08|1.0|Hydrating + Tea Tree Mint Shampoo|this is the worst shampoo i ve used in my entire life i d give it negative five stars if i could i normally have healthy shiny beautiful hair but this shampoo made it disgustingly greasy and waxy especially at the roots my hair was falling out by the fistful and had become impossible to style it felt like i had put effing glue in my hair thankfully apple cider vinegar fixed everything but i will never spend my money on organix anything again seriously horrible product don t buy it 
2017-08|5.0|Hydrating + Tea Tree Mint Shampoo|my absolute favorite shampoo i enjoy most of what i ve tried from ogx or organix but the tea tree line is just the best for my hair i have very fine wavy hair that tends to be on the drier side this is moisturizing without weighting my hair down leaves my hair very clean feeling and smells absolutely amazing i m sure it not for every hair type no shampoo really is but for me it works wonders i ve been using it for several years now and i definitely notice when i stray and try something new 
2017-08|1.0|Hydrating + Tea Tree Mint Shampoo|the packaging of all the ogx products is cute if not super travel friendly i had high hopes that this would be good for my scalp unfortunately it left my hair feeling greasy even after trying it a few different times my hair looks like it wasn t washed at all i will definitely not repurchase 
2016-08|5.0|Hydrating + Tea Tree Mint Shampoo|i love this product speeds up the growth of my hair while improving the condition of my scalp it gently cleans my hair and doesn t leave behind any oily residue 
2015-08|1.0|Hydrating + Tea Tree Mint Shampoo|organix sucks i ve tried it a few times when it first came out and when it was on sale nope it sucks it leaves my hair totally unmanageable it does have a minty smell but leaves no smell at all in my long thick wavy hair i do like my hair to smell nice and i do have to say that is one of the factors for me when i add a new shampoo or conditioner into my hair care rotation basically this shampoo is all hype all jelly no toast blah blah blah it didn t do anything spectacular for my hair except make it a tangled mess for me to detangle and that really pissed me off it was like i didn t use any conditioner and i have a few different shampoos from other countries that i love and have no conditioner and they still work great not organix anyway boo to this stuff maybe my hair needs the sulfates or what ever they are leaving out either way i m done trying and buying organix it doesn t work for me i m ok with sulfates and parabens not a problem for my hair because it is tough i guess 
2015-08|2.0|Hydrating + Tea Tree Mint Shampoo|let s talk about the big elephant in the room for one this brand is anything but organic the play on the word quot organics quot is very misleading and apparently the less than stellar reviews seem to accurately reflect the quality of the quot pure and simple quot products by quot organi x quot well now it s been changed to ogx i have low porosity 3c 4a hair and my biggest issue is chronic dryness in fairness i purchased just the shampoo and it was average usually the results are better in conjunction to using with the conditioner but it s not so much that the product quot dried out quot my hair or quot damaged quot it it just did nothing for me the smell is disturbingly artificial similar to synthetic soap with a subtle hint of mint maybe tea tree i don t know and you would think that an ingredients such as peppermint and tea tree are sustainable and relatively cheap essential oils i m baffled as to why i can t even detect it in the shampoo overall this shampoo is an over hyped generic shampoo that doesn t deliver on their promises the only positive feedback i can give for this sub par product is that their bottle designs are cute and it didn t quot damage or dry quot my hair 
2015-08|3.0|Hydrating + Tea Tree Mint Shampoo|i have very thick long hair i sort of like this shampoo and sort of don t as another person said it is bogus and crappy the fact that they play up on the word organic when this product is definitely not and it is more pricey that what it should be i find that irritating i do loveee the smell even if it is fake and not of essential oils partially why i went back to this shampoo the smell alone i like smells fresh and unique it does feel a little minty on my scalp when washing and that feels nice my hair is beautiful soft and shiny hydrated after using but the most annoying thing i find is that my scalp is itchy after soo i probably won t buy again it s funny that my scalp would be itchy and have some bumps after a shampoo that has tea tree and mint since tea tree usually helps with that type of thing so it must be the other chemicals and ingredients in this that my skin finds irritating sucks because i do like the feel of my hair after and love the smell i have used the morrocan argan oil shampoo from this brand and i like it but my hair isn t as soft as it is with the tea tree mint their kukui oil shampoo conditioner i didn t like at all left my hair dry and gross 
2014-08|5.0|Hydrating + Tea Tree Mint Shampoo|the packaging is a bit bulky but very sturdy everyone is saying that this product dries out their hair but honestly it s so moisturizing and leaves my long fine hair feeling like silk it s sulfate free and cleans amazingly without leaving my scalp dry and tight the consistency is a gel like green formula which is great for my oily roots and dry ends if you are super prone to dryness i would skip this amp go for a formula that is more rich and creamy but for me it moisturizes my hair beautifully even thought it s not the cheapest for the amount you get this is the only shampoo from the drugstore that is truly gentle and sulfate free which is huge for me since sulfate filled shampoos leave my scalp so tight dry itchy and frizzy i absolutely adore the mint chocolate chip scent but i can understand why other people would dislike it 
2014-08|5.0|Hydrating + Tea Tree Mint Shampoo|i absolutely love organix and their products i use several of their products and this is my staple item it always leaves my hair really clean and fresh i have very thick coarse frizzy hair and am frequently applying oils and using shampoos and conditioners to help make my hair shiny sometimes if i use too many products or silky shampoos my hair will produce too much natural oil and even after a fresh wash might start to appear oily when that happens all i need is one good wash with my tea tree mint shampoo and conditioner it cleanses my hair to a more natural form without stripping it while washing the mint invigorates my scalp and makes me feel awake while the tea tree oil leaves my hair moisturized but not oily it lathers very nicely smells very nice and makes my hair feel really clean it replenishes my hair to a nice clean state but still takes away unwanted frizz after the shower my hair is naturally soft and healthy this is the first organix product i tried and it is still one of my favorites the price is incredible and the results are worth triple the price at least i would recommend this to anyone looking for a shampoo conditioner that will clean your hair well while also making it soft and healthy for a great price 
